formula     mp_id       data        prediction  
HoSb        mp-1009017  0           0           1
TiZn        mp-1014230  -1          0           1
NaH         mp-1009220  0           0           1
CuN         mp-1008923  -1          0           1
AgI         mp-22915    0           0           1
ErPd        mp-851      -1          1           1
YbMg        mp-972352   -1          0           1
TlSb        mp-6958     0           0           1
HoAg        mp-2778     0           0           1
ScAg        mp-11237    0           0           1
CaNi        mp-1059707  1           1           1
TmTl        mp-515      0           0           1
LaIn        mp-20582    0           0           1
HoP         mp-1001843  0           0           1
HfOs        mp-11452    1           1           1
MgZn        mp-1094779  -1          1           1
TmIn        mp-20848    0           0           1
TlCl        mp-23167    0           0           1
GaAg        mp-11478    1           1           1
GeTe        mp-672698   0           0           1
YbCd        mp-1857     0           0           1
InAg        mp-1009018  1           1           1
TlI         mp-23197    0           0           1
HoTl        mp-1540     0           0           1
PrAg        mp-2525     0           0           1
BaSe        mp-10680    0           0           1
TbAg        mp-2268     0           0           1
YAu         mp-11261    0           0           1
YRh         mp-191      1           1           1
TiOs        mp-291      0           0           1
CaCd        mp-1073     0           0           1
AlIr        mp-1885     1           1           1
ZrPd        mp-13496    0           0           1
ErCd        mp-867      -1          0           1
NdMg        mp-1327     -1          0           1
LiAg        mp-2426     1           1           1
CsF         mp-8455     0           0           1
InRh        mp-899      0           0           1
PrN         mp-1009640  0           0           1
ScAs        mp-12982    0           0           1
PrAl        mp-10902    0           0           1
RbAl        mp-975530   -1          0           1
CsH         mp-632319   0           0           1
ZrPt        mp-11554    0           0           1
PrAu        mp-11255    0           0           1
HoIr        mp-11476    1           1           1
TiFe        mp-305      1           1           1
KI          mp-22901    0           0           1
MgHg        mp-1408     0           0           1
KCl         mp-23289    0           0           1
HoRh        mp-2163     1           1           1
PrBi        mp-1011031  0           0           1
HfRu        mp-2802     1           1           1
TcN         mp-1002117  0           0           1
TmRh        mp-11564    1           1           1
RbAu        mp-30373    0           0           1
YbPd        mp-2547     1           1           1
TlBi        mp-30083    0           0           1
AlRe        mp-10908    0           0           1
LaN         mp-13132    1           1           1
TiPt        mp-11552    0           0           1
CaPd        mp-213      1           1           1
TbRh        mp-11561    1           1           1
ZrZn        mp-570276   0           0           1
ErHg        mp-2468     -1          1           1
AlRh        mp-364      0           0           1
AlCu        mp-1022721  -1          1           1
TbTl        mp-30878    0           0           1
AcAg        mp-866199   -1          0           1
CsCl        mp-22865    0           0           1
HfPd        mp-1002106  0           0           1
CaMg        mp-1039148  -1          0           1
NbN         mp-1009471  0           0           1
TbAu        mp-11258    0           0           1
ThTe        mp-1921     0           0           1
ZrOs        mp-11541    1           1           1
KF          mp-8454     0           0           1
TiNi        mp-571      0           0           1
NaCl        mp-22851    0           0           1
YIn         mp-22704    0           0           1
AgCl        mp-726265   -1          0           1
TmAu        mp-447      0           0           1
HfMg        mp-1094990  -1          1           1
BaTe        mp-2600     1           0           1
BaCd        mp-527      0           0           1
CaHg        mp-11286    0           0           1
KBr         mp-570891   0           0           1
RbF         mp-2064     0           0           1
CeMg        mp-1062     0           0           1
MgTi        mp-1094726  -1          1           1
TmAg        mp-2796     0           0           1
TePb        mp-20943    0           0           1
ErZn        mp-1660     -1          0           1
ReN         mp-1002207  0           0           1
BeNi        mp-1033     1           1           1
CaZn        mp-1039147  -1          0           1
HoAu        mp-11245    0           0           1
AgN         mp-1428312  -1          0           1
RbCl        mp-23299    0           0           1
SiRu        mp-381      0           0           1
ZnNi        mp-1486     0           0           1
ScRh        mp-1780     1           1           1
DyMg        mp-2077     -1          0           1
GaRh        mp-2444     0           0           1
ZrRu        mp-214      1           1           1
GaIr        mp-11388    0           0           1
SrS         mp-10627    0           0           1
AlCo        mp-284      1           1           1
HfZn        mp-1014219  -1          0           1
BaZn        mp-902      0           0           1
LiF         mp-1009009  0           0           1
LuAs        mp-1009016  0           0           1
YAg         mp-2474     0           0           1
HfPt        mp-11455    0           0           1
YCu         mp-712      0           0           1
MgC         mp-1185851  -1          0           1
YTl         mp-11575    0           0           1
ScP         mp-16728    0           0           1
TmIr        mp-11483    1           1           1
TiPd        mp-11546    0           0           1
MgO         mp-1009127  0           0           1
ScAl        mp-331      1           1           1
DyTh        mp-20379    -1          0           1
InSb        mp-10148    0           0           1
YN          mp-13098    1           1           1
RbI         mp-23302    0           0           1
PrIn        mp-20023    0           0           1
ThSe        mp-10646    0           0           1
SbN         mp-1431697  -1          0           1
SrCd        mp-30496    0           0           1
ThC         mp-998901   1           1           1
YP          mp-16731    0           0           1
YbZn        mp-1703     0           0           1
CsBr        mp-22906    0           0           1
TaN         mp-1009831  0           0           1
MgSn        mp-1094669  -1          0           1
MgCd        mp-1038814  -1          1           1
SmZn        mp-2165     -1          0           1
SiOs        mp-10015    0           0           1
SnTe        mp-1481     1           1           1
BiN         mp-1420858  -1          0           1
PBr         mp-1064459  -1          0           1
MnV         mp-316      1           1           1
HoIn        mp-30728    0           0           1
CsI         mp-1056920  0           0           1
PbS         mp-21039    1           1           1
SrSi        mp-6907     0           0           1
LuAu        mp-11249    0           0           1
YAl         mp-11229    1           1           1
IN          mp-1056900  0           0           1
VTc         mp-2540     0           0           1
TmCu        mp-985      0           0           1
WC          mp-1008630  0           0           1
VN          mp-1002105  0           0           1
