formula     mp_id       data        prediction  
BaMoO3      mp-19322    -1          0           1
YbSiO3      mp-1187516  -1          0           1
BaPdO3      mp-1178510  -1          0           1
CuBiO3      mp-1184051  -1          0           1
CsPbI3      mp-1069538  1           0           1
Pr3AlC      mp-10039    0           0           1
Ba3P2       mp-1013551  -1          0           1
LaBPt3      mp-1018633  0           0           1
ThBeO3      mp-1187421  -1          0           1
TlHPd3      mp-1068746  1           1           1
BePbO3      mp-1183499  -1          1           1
BaLiH3      mp-23818    0           0           1
PrBiO3      mp-976727   -1          0           1
ZrBRh3      mp-1207063  -1          0           1
SmGePd3     mp-1206999  -1          0           1
CdOsO3      mp-1016882  -1          0           1
SrZnO3      mp-1186757  -1          0           1
Sr3N2       mp-1013529  -1          0           1
GaBiO3      mp-22979    0           0           1
BaSiO3      mp-1016821  -1          0           1
RbSrCl3     mp-1209047  -1          0           1
AlIrO3      mp-1183133  -1          0           1
Sr3BiSb     mp-1013585  -1          0           1
LiTcO3      mp-862870   -1          0           1
CsNaO3      mp-1183929  -1          0           1
CsCaH3      mp-644203   0           0           1
Ba3SiO      mp-754940   -1          0           1
YbPtO3      mp-1187480  -1          0           1
Ca3BiSb     mp-1013704  -1          0           1
NbTlO3      mp-977408   -1          0           1
ZrBRh3      mp-1068661  0           0           1
Ca3BiP      mp-1013558  -1          0           1
KAcO3       mp-1185008  -1          0           1
BeSiO3      mp-1183445  -1          0           1
ThBRh3      mp-1206772  -1          0           1
Cu3PdN      mp-1206517  -1          0           1
ScAsO3      mp-973156   -1          0           1
SiPbO3      mp-978489   -1          1           1
AlInO3      mp-1183160  -1          1           1
La3SnN      mp-1206994  -1          0           1
RbMgF3      mp-8402     0           0           1
ScBPt3      mp-1018627  0           0           1
ZrOsO3      mp-972296   -1          0           1
AlBiO3      mp-1413511  -1          0           1
ThSiO3      mp-1187425  -1          0           1
AcScO3      mp-1183152  -1          0           1
Pr3SnN      mp-1206822  -1          0           1
Ho3AlC      mp-29677    0           0           1
CdSiO3      mp-1016879  -1          1           1
CsHgBr3     mp-27718    0           0           1
ZnNi3C      mp-16290    0           0           1
ZrCdO3      mp-1016845  -1          0           1
TlIO3       mp-546200   1           1           1
Ca3TlN      mp-10554    0           1           1
NaAsO3      mp-976133   -1          0           1
TbBPd3      mp-3022     0           0           1
LiPaO3      mp-1185263  -1          0           1
SmGeO3      mp-978926   -1          0           1
InAsO3      mp-1184913  -1          1           1
Sc3GaC      mp-8577     0           0           1
Sc3InC      mp-8578     0           0           1
ReBiO3      mp-974581   -1          0           1
ZnSiO3      mp-1016876  -1          1           1
SnPd3C      mp-1018636  1           1           1
Ba3AsN      mp-1013734  -1          0           1
LaCuO3      mp-1076070  -1          0           1
Sc3TlC      mp-4230     0           0           1
KMgH3       mp-1017580  0           0           1
CaHfO3      mp-1016873  -1          0           1
Ba3PN       mp-1013707  -1          0           1
Dy3PbC      mp-19818    -1          0           1
Ca3PbO      mp-20273    1           1           1
YBPd3       mp-1018643  0           0           1
HfBRh3      mp-1017578  1           1           1
YbTiO3      mp-865218   -1          0           1
TaAgO3      mp-1187189  -1          0           1
RbYbF3      mp-6952     0           0           1
RbVO3       mp-1076638  -1          0           1
HoRhO3      mp-1184833  -1          0           1
RbPdF3      mp-9060     0           0           1
LaOsN3      mp-989564   -1          1           1
YbBRh3      mp-3686     0           0           1
CdNi3C      mp-1206343  -1          0           1
Ca3N2       mp-1013524  -1          0           1
Tb3AlC      mp-570822   0           0           1
Pt3PbC      mp-20097    0           0           1
InBiO3      mp-545379   0           0           1
CaZnO3      mp-1183540  -1          0           1
Sr3P2       mp-1013552  -1          0           1
Ca3SbP      mp-1096764  -1          0           1
Ca3SbAs     mp-1013738  -1          0           1
Tb3InC      mp-21392    0           1           1
CsYbF3      mp-8398     0           0           1
Sr3Sb2      mp-1013583  -1          0           1
PmInO3      mp-1186597  -1          0           1
MgSnO3      mp-1016820  -1          0           1
Mg3SbN      mp-1080847  -1          0           1
Pr3TlC      mp-7166     0           1           1
SrSnO3      mp-546973   0           0           1
CsHgF3      mp-561947   0           0           1
AcCuO3      mp-864606   -1          0           1
SmTiO3      mp-1099583  -1          0           1
CsSbO3      mp-1185561  -1          0           1
ScBiO3      mp-550008   0           0           1
TmRh3C      mp-10714    1           1           1
GePbO3      mp-1017566  0           0           1
Ba3SbP      mp-1013737  -1          0           1
CsPaO3      mp-1183920  -1          0           1
PrCuO3      mp-1186515  -1          0           1
Sr3PN       mp-1013554  -1          0           1
Ba3N2       mp-1013528  -1          0           1
InNi3N      mp-1070713  1           1           1
CsYbBr3     mp-568005   0           0           1
Dy3InN      mp-31056    -1          0           1
MgSiO3      mp-1016928  -1          1           1
BSbO3       mp-1183211  -1          0           1
SrZrO3      mp-3323     0           0           1
Pr3InC      mp-19749    1           1           1
Er3PbC      mp-20430    -1          1           1
DyRu3C      mp-1206121  -1          1           1
Nd3InN      mp-21022    -1          0           1
YbPdO3      mp-1187570  -1          0           1
ZrZnO3      mp-1016883  -1          0           1
Ti3AlN      mp-10675    0           0           1
HgOsO3      mp-1016840  -1          0           1
LuAlO3      mp-1185485  -1          0           1
YBiO3       mp-1424898  -1          0           1
Ca3SbP      mp-1013550  -1          0           1
NaMgF3      mp-560399   0           0           1
CsBiO3      mp-983578   -1          0           1
Ca3As2      mp-1096854  -1          0           1
RbCdF3      mp-6951     0           0           1
Sm3PbC      mp-19758    -1          1           1
Ba3BiSb     mp-1013584  -1          0           1
Ba3BiP      mp-1013691  -1          0           1
LaGaO3      mp-1097026  0           0           1
Ba3SbAs     mp-1013562  -1          1           1
BaZrO3      mp-3834     0           0           1
K3BrO       mp-28166    0           0           1
RbSbO3      mp-975206   -1          0           1
RbPaO3      mp-1206844  -1          0           1
CsCaF3      mp-7104     0           0           1
TmBPd3      mp-10134    0           0           1
CeRu3C      mp-1206127  -1          0           1
CsCdCl3     mp-568544   0           0           1
Ba3As2      mp-1013560  -1          0           1
Ho3TlC      mp-20978    1           1           1
CdGeO3      mp-1016903  -1          0           1
TlCuO3      mp-1187483  -1          0           1
Tm3InC      mp-21292    1           1           1
AcGaO3      mp-1183053  -1          0           1
BePtO3      mp-1183451  -1          0           1
LaAgO3      mp-1076000  -1          0           1
AlSbO3      mp-1421511  -1          0           1
Na3ClO      mp-28602    0           0           1
Ba3SbAs     mp-1013714  -1          0           1
BaPbO3      mp-561598   0           0           1
Ba3PN       mp-1013533  -1          0           1
Yb3SnO      mp-11651    1           0           1
ScIr3C      mp-624739   0           1           1
LaTaO3      mp-1239192  -1          0           1
Ca3BiN      mp-31149    -1          1           1
BeOsO3      mp-1183431  -1          1           1
BaThO3      mp-8037     0           0           1
Ho3InC      mp-10356    0           1           1
Li3BrO      mp-28593    0           0           1
YCoO3       mp-1435972  -1          0           1
KTcO3       mp-973267   -1          0           1
HoBO3       mp-1184546  -1          0           1
Er3InN      mp-31058    -1          0           1
KNbO3       mp-935811   0           0           1
CsYbH3      mp-1206323  -1          0           1
KMgF3       mp-3448     0           0           1
NaNbO3      mp-3136     -1          0           1
PrNbO3      mp-975913   -1          0           1
MgZnO3      mp-1185612  -1          0           1
PrRh3C      mp-10708    0           0           1
TaTlO3      mp-861873   -1          0           1
LaBPd3      mp-3846     0           0           1
LuRh3C      mp-10699    1           1           1
RbCaF3      mp-3654     0           0           1
SrHgO3      mp-971975   -1          0           1
Ca3BiSb     mp-1013733  -1          0           1
LiBO3       mp-1185302  -1          1           1
CsGeBr3     mp-570223   1           0           1
Nd3AlN      mp-21910    -1          1           1
TiPbO3      mp-19845    0           0           1
KBiO3       mp-982040   -1          0           1
Sr3BiN      mp-1013531  -1          0           1
Ca3Sb2      mp-1013546  -1          0           1
LaScO3      mp-1096800  -1          0           1
ZrTiO3      mp-1183045  -1          0           1
Ca3PN       mp-11824    0           0           1
ReSbO3      mp-974511   -1          0           1
MgTlF3      mp-998739   -1          0           1
NaReO3      mp-976923   -1          0           1
Ni3GeC      mp-8370     1           0           1
NaVO3       mp-1099591  -1          0           1
Ba3Bi2      mp-1013736  -1          1           1
SmSiO3      mp-978506   -1          0           1
ZrRu3C      mp-10706    0           0           1
La3AlO      mp-1206996  -1          0           1
BaTiO3      mp-504715   -1          0           1
Ca3Bi2      mp-1013735  -1          0           1
KVO3        mp-1076633  -1          0           1
CsTaO3      mp-1185552  -1          0           1
SrAlH3      mp-1068011  0           0           1
ScCuO3      mp-973068   -1          0           1
BaCeO3      mp-5663     0           0           1
HfPbO3      mp-22535    0           0           1
HoCuO3      mp-1184736  -1          0           1
SiSnO3      mp-978493   -1          0           1
CsPdF3      mp-1207302  -1          0           1
BaHfO3      mp-998552   -1          0           1
Sr3BiP      mp-1013643  -1          0           1
BePdO3      mp-1183447  -1          0           1
ZnAgF3      mp-14099    0           0           1
Ba3BiP      mp-1013713  -1          0           1
Ti3TlN      mp-9964     1           1           1
LaRh3C      mp-1206401  -1          0           1
Y3GaC       mp-10601    0           0           1
ScCo3C      mp-10270    0           1           1
Tb3AlC      mp-10041    1           1           1
ThPdO3      mp-1187442  -1          0           1
SnGeO3      mp-1187065  -1          0           1
RbBiO3      mp-975384   -1          0           1
SmBRh3      mp-4982     -1          0           1
ScRh3C      mp-10712    0           0           1
KCdF3       mp-10175    0           0           1
Sr3BiAs     mp-1013705  -1          0           1
Pd3PbC      mp-21031    1           1           1
RbPdCl3     mp-998173   -1          0           1
AcAlO3      mp-1183115  -1          0           1
HoSbO3      mp-1207180  -1          0           1
CoSbO3      mp-1183681  -1          0           1
Ag3SI       mp-558189   0           0           1
LaCoO3      mp-573180   -1          0           1
RbTaO3      mp-1076534  -1          0           1
Sr3PbO      mp-19944    1           1           1
NbAgO3      mp-12725    0           0           1
CaTiO3      mp-5827     0           0           1
MgGeO3      mp-1016827  -1          0           1
GaBO3       mp-1184023  -1          1           1
LuBPd3      mp-3105     0           0           1
Rb3ClO      mp-754892   -1          1           1
SnHgO3      mp-1016837  -1          0           1
Ba3SbN      mp-1013708  -1          0           1
ScBPd3      mp-1017631  0           0           1
KZnF3       mp-5878     0           0           1
ThTaN3      mp-10732    1           0           1
MgAgF3      mp-998358   -1          0           1
HfZnO3      mp-1016819  -1          0           1
InSbO3      mp-1184765  -1          0           1
RbAsO3      mp-975425   -1          0           1
CsKO3       mp-984357   -1          0           1
CsRbO3      mp-1183926  -1          0           1
CsPdCl3     mp-1147710  -1          0           1
BaLiH3      mp-632808   0           0           1
LaAlO3      mp-5304     -1          0           1
RbReO3      mp-975216   -1          0           1
Ge2O3       mp-982048   -1          0           1
La3TlC      mp-7159     0           0           1
CsPbBr3     mp-600089   0           0           1
CsIO3       mp-613384   -1          0           1
Tm3GaC      mp-10351    1           1           1
RbCaBr3     mp-1209227  -1          0           1
CaPd3C      mp-12572    0           0           1
AlAgO3      mp-1418444  -1          0           1
TaInO3      mp-1187260  -1          0           1
SrZrO3      mp-613402   -1          0           1
KReO3       mp-973471   -1          0           1
KPdF3       mp-9061     0           0           1
Fe3SnC      mp-21850    0           0           1
CaHgO3      mp-1183570  -1          0           1
LuRhO3      mp-973681   -1          0           1
CsSnCl3     mp-1070375  0           0           1
BIrO3       mp-1183221  -1          1           1
CsCdBr3     mp-570231   0           0           1
BaCdO3      mp-1183292  -1          0           1
